Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_99_pct_filter,filtered,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,ms_restriction,restriction,restriction_confidence,safety_flags
CERS3,,,cancer-testis antigen,ENSG00000154227,daSilva2017_protein,False,False,Approved,False,False,adrenal gland; appendix; bone marrow; breast; bronchus; cerebellum; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; esophagus; fallopian tube; gallbladder; heart muscle; kidney; nasopharynx; parathyroid gland; placenta; skeletal muscle; skin 1; skin 2; stomach 1; testis; thyroid gland; tonsil; urinary bladder; vagina,0.0851,0.0868,0.0898,0.0898,ENST00000284382,protein_coding,False,False,False,False,False,62.0,False,18.3,0.1,0.0,skin,64.0,4,0.3,0.1,0.0,0.0,0.1,SOMATIC,True,False,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
CFHR5,,,cancer-testis antigen,ENSG00000134389,daSilva2017_protein,True,False,Supported,False,False,not detected,0.0,0.0,0.0062,0.0062,ENST00000699466,protein_coding,False,False,False,False,False,162.0,False,0.0,0.0,0.0,liver,167.5,1,0.0,0.0,0.0,167.5,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,liver
CSHL1,,,cancer-testis antigen,ENSG00000204414,daSilva2017_protein,False,False,Enhanced,True,False,pituitary gland; placenta,0.9851,0.9851,1.0,1.0,ENST00000259003,protein_coding,True,True,True,True,False,145.3,False,0.1,0.0,150.0,pituitary gland,1.4,1,0.0,0.0,0.1,0.0,0.4,SOMATIC,False,False,True,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,
CSN3,,,cancer-testis antigen,ENSG00000171209,daSilva2017_protein,False,False,Enhanced,False,False,breast; lactating breast,0.0005,0.0007,0.0024,0.0024,ENST00000689459,protein_coding,False,False,False,False,False,350.7,False,0.2,0.0,0.0,salivary gland,69.2,1,0.6,0.0,0.0,0.0,0.1,REPRODUCTIVE,False,False,False,SOMATIC,LEAKY,NO_MS_DATA,REPRODUCTIVE,LOW,
CSNK1A1L,,,cancer-testis antigen,ENSG00000180138,daSilva2017_protein,no data,no data,no data,True,False,no data,0.8095,0.8095,1.0,1.0,ENST00000379800,protein_coding,True,True,True,True,True,3.4,False,3.5,0.0,0.0,bone marrow,0.5,0,0.2,0.0,0.1,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT45A1,,,cancer-testis antigen,ENSG00000268940,daSilva2017_protein;CTexploreR_CT,False,False,Supported,True,False,skin 2; testis,0.6744,0.6744,1.0,1.0,ENST00000594565,protein_coding,True,True,True,True,False,11.6,False,7.8,0.0,0.0,cerebral cortex,0.6,0,0.6,0.0,0.1,0.0,0.0,SOMATIC,True,False,False,TESTIS,STRICT,NO_MS_DATA,SOMATIC,LOW,
CT45A3,,,cancer-testis antigen,ENSG00000269096,daSilva2017_protein;CTexploreR_CT,False,False,Supported,False,False,heart muscle; testis,0.4182,0.4182,0.6571,0.6571,ENST00000598716,protein_coding,False,False,False,False,False,9.2,False,9.5,0.0,0.0,medulla oblongata,1.2,3,1.2,0.0,0.6,0.0,0.0,SOMATIC,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
CTAG2,,,cancer-testis antigen,ENSG00000126890,daSilva2017_protein;CTexploreR_CT,True,False,Enhanced,False,True,testis,0.3485,0.3955,0.537,0.5745,ENST00000247306,protein_coding,False,False,False,False,False,10.1,False,10.4,0.5,2.6,heart muscle,5.4,4,0.2,5.4,0.3,0.7,2.0,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,heart
CYP11B1,,,cancer-testis antigen,ENSG00000160882,daSilva2017_protein,False,False,Supported,False,False,adrenal gland,0.0012,0.0012,0.0011,0.0011,ENST00000292427,protein_coding,False,False,False,False,False,3571.8,False,4.2,0.3,0.0,adrenal gland,3686.5,2,0.6,0.4,0.3,0.5,0.5,SOMATIC,False,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
ENDOV,,,cancer-testis antigen,ENSG00000173818,daSilva2017_protein,no data,no data,no data,False,True,no data,0.0778,0.0874,0.0818,0.0904,ENST00000518137,protein_coding,False,False,False,False,False,25.5,False,23.8,10.6,4.3,retina,26.3,42,26.3,6.7,9.7,15.0,10.5,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,brain;heart;lung;liver;pancreas
EXD1,,,cancer-testis antigen,ENSG00000178997,daSilva2017_protein,no data,no data,no data,True,False,no data,0.8896,0.8896,1.0,1.0,ENST00000458580,protein_coding,True,True,True,True,True,14.5,False,14.9,0.0,0.0,pons,1.5,1,1.5,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
FABP12,,,cancer-testis antigen,ENSG00000197416,daSilva2017_protein,False,False,Enhanced,False,False,breast; bronchus; caudate; cerebral cortex; hippocampus; nasopharynx; ovary; skeletal muscle; testis; thyroid gland,0.1051,0.1051,0.1143,0.1143,ENST00000692030,protein_coding,False,False,False,False,False,54.5,False,9.0,0.0,0.0,retina,72.0,2,72.0,0.0,0.5,0.0,0.0,SOMATIC,True,True,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,brain
FAM25C,,,cancer-testis antigen,ENSG00000276430,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0,0.0033,0.0089,0.0089,ENST00000617224,protein_coding,False,False,False,False,False,42.2,False,0.0,0.0,0.0,skin,43.6,5,0.1,0.0,0.0,0.1,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
FAM25G,,,cancer-testis antigen,ENSG00000189090,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0,0.0042,0.0115,0.0115,ENST00000452267,protein_coding,False,False,False,False,False,41.9,False,0.0,0.0,0.0,skin,43.3,4,0.4,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
GARIN4,FAM71E2,,cancer-testis antigen,ENSG00000162771,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9611,0.9611,1.0,1.0,ENST00000294829,protein_coding,True,True,True,True,True,76.5,False,78.7,0.0,0.0,skin,0.7,0,0.5,0.0,0.2,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
FANCA,,,cancer-testis antigen,ENSG00000187741,daSilva2017_protein,no data,no data,no data,False,True,no data,0.1652,0.1902,0.2175,0.2436,ENST00000568369,protein_coding,False,False,False,False,False,21.0,False,21.6,1.4,4.1,bone marrow,20.2,40,3.3,1.6,3.4,6.1,1.9,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,liver
FUT5,,,cancer-testis antigen,ENSG00000130383,daSilva2017_protein,no data,no data,no data,False,False,no data,0.2222,0.2222,1.0,1.0,ENST00000588525,protein_coding,True,True,True,True,True,0.5,True,0.2,0.0,0.0,bone marrow,0.5,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_MS_DATA,NO_DATA,NO_DATA,
GAGE12G,,,cancer-testis antigen,ENSG00000215269,daSilva2017_protein,True,False,Supported,False,False,testis,0.8972,0.8972,0.9246,0.9246,ENST00000445148,protein_coding,True,True,False,False,True,60.1,False,0.0,0.0,0.0,stomach,6.5,2,1.6,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
GAGE2E,,,cancer-testis antigen,ENSG00000275113,daSilva2017_protein;CTexploreR_CTP,True,False,Approved,False,False,testis,0.5801,0.5801,0.6241,0.6241,ENST00000621907,protein_coding,False,False,False,False,False,25.4,False,26.1,0.1,0.0,stomach,12.8,2,1.5,0.0,0.1,0.1,0.0,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
GAPDHS,,,cancer-testis antigen,ENSG00000105679,daSilva2017_protein;CTexploreR_CTP,True,False,Enhanced,False,False,testis,0.7374,0.7374,0.7944,0.7944,ENST00000222286,protein_coding,False,False,False,False,False,262.3,False,269.8,3.4,1.1,skin,13.9,24,3.5,4.0,1.9,0.3,5.2,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,pancreas
GOLGA6A,,,cancer-testis antigen,ENSG00000159289,daSilva2017_protein,True,False,Supported,False,False,testis,0.7914,0.7914,0.9245,0.9245,ENST00000290438,protein_coding,True,True,False,False,True,14.7,False,15.1,0.1,0.0,liver,4.1,1,0.5,0.0,0.0,4.1,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
GOLGA6B,,,cancer-testis antigen,ENSG00000215186,daSilva2017_protein,True,False,Supported,False,False,testis,0.56,0.56,0.6863,0.6863,ENST00000421285,protein_coding,False,False,False,False,False,7.0,False,7.2,0.1,0.0,liver,3.5,1,0.2,0.0,0.0,3.5,0.0,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
GOLGA6C,,,cancer-testis antigen,ENSG00000167195,daSilva2017_protein,True,False,Supported,False,False,testis,0.5939,0.5939,0.776,0.776,ENST00000300576,protein_coding,False,False,False,False,False,9.7,False,9.9,0.0,0.0,liver,0.3,0,0.2,0.0,0.0,0.3,0.0,TESTIS,True,False,False,TESTIS,LEAKY,NO_MS_DATA,TESTIS,HIGH,
GOLGA6D,,,cancer-testis antigen,ENSG00000140478,daSilva2017_protein,True,False,Supported,True,False,testis,0.9213,0.9213,1.0,1.0,ENST00000434739,protein_coding,True,True,True,True,True,11.7,False,12.1,0.1,0.0,liver,2.1,1,0.3,0.0,0.0,2.1,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
GOLGA6L6,,,cancer-testis antigen,ENSG00000277322,daSilva2017_protein,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000619213,protein_coding,True,True,True,True,True,5.0,False,5.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
GPX5,,,cancer-testis antigen,ENSG00000224586,daSilva2017_protein,no data,no data,no data,False,False,no data,0.1321,0.1321,0.1489,0.1489,ENST00000412168,protein_coding,False,False,False,False,False,9.0,False,1.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,LEAKY,NO_MS_DATA,TESTIS,MODERATE,
H1-1,HIST1H1A,,cancer-testis antigen,ENSG00000124610,daSilva2017_protein,False,False,Enhanced,False,False,cervix; endometrium 1; epididymis; esophagus; gallbladder; kidney; nasopharynx; oral mucosa; ovary; skin 1; testis; tonsil; urinary bladder; vagina,0.5,0.5,1.0,1.0,ENST00000244573,protein_coding,True,True,True,True,False,0.1,False,0.1,0.0,0.0,hypothalamus,1.0,1,1.0,0.0,0.0,0.0,0.0,SOMATIC,True,True,False,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,
H1-6,HIST1H1T,,cancer-testis antigen,ENSG00000187475,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.6667,0.6667,1.0,1.0,ENST00000338379,protein_coding,True,True,True,True,True,1.0,False,1.0,0.0,0.0,white matter,2.2,4,2.2,0.0,0.0,0.1,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
H2BC1,HIST1H2BA,,cancer-testis antigen,ENSG00000146047,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9688,0.9688,1.0,1.0,ENST00000274764,protein_coding,True,True,True,True,True,6.2,False,6.4,0.0,0.0,cerebellum,0.3,0,0.3,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
H2BC3,HIST1H2BB,,cancer-testis antigen,ENSG00000276410,daSilva2017_protein,False,False,Supported,False,True,adipose tissue; adrenal gland; appendix; bone marrow; breast; bronchus; caudate; cerebellum; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; esophagus; fallopian tube; gallbladder; heart muscle; hippocampus; kidney; liver; lung; lymph node; nasopharynx; oral mucosa; ovary; pancreas; parathyroid gland; placenta; prostate; rectum; salivary gland; seminal vesicle; skeletal muscle; skin 1; skin 2; small intestine; smooth muscle; soft tissue 1; soft tissue 2; spleen; stomach 1; stomach 2; testis; thyroid gland; tonsil; urinary bladder; vagina,0.3333,0.4694,1.0,1.0,ENST00000615966,protein_coding,True,True,True,True,False,1.3,False,1.3,0.0,0.0,thalamus,2.6,5,2.6,0.0,0.0,0.0,0.0,SOMATIC,True,True,True,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,
H4C6,HIST1H4F,,cancer-testis antigen,ENSG00000274618,daSilva2017_protein,False,False,Supported,False,False,adipose tissue; appendix; bone marrow; breast; bronchus; caudate; cerebellum; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; esophagus; fallopian tube; gallbladder; heart muscle; hippocampus; kidney; liver; lung; lymph node; nasopharynx; oral mucosa; ovary; pancreas; parathyroid gland; placenta; prostate; rectum; salivary gland; seminal vesicle; skeletal muscle; skin 1; skin 2; small intestine; smooth muscle; soft tissue 1; soft tissue 2; spleen; stomach 1; stomach 2; testis; thyroid gland; tonsil; urinary bladder; vagina,0.1176,0.375,1.0,1.0,ENST00000244537,protein_coding,True,True,True,True,False,0.8,False,0.2,0.0,0.0,white matter,7.4,4,7.4,0.0,0.0,0.0,0.0,SOMATIC,True,True,True,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,brain
HMGB4,,,cancer-testis antigen,ENSG00000176256,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9997,0.9997,1.0,1.0,ENST00000519684,protein_coding,True,True,True,True,True,361.1,False,372.2,0.0,0.0,hippocampal formation,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
HNRNPCL1,,,cancer-testis antigen,ENSG00000179172,daSilva2017_protein,no data,no data,no data,False,False,no data,1.0,1.0,1.0,1.0,ENST00000317869,protein_coding,True,True,True,True,True,0.1,True,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_MS_DATA,NO_DATA,NO_DATA,
HNRNPCL2,,,cancer-testis antigen,ENSG00000275774,daSilva2017_protein,no data,no data,no data,False,False,no data,,,1.0,1.0,ENST00000621994,protein_coding,True,True,True,True,True,0.0,True,0.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_MS_DATA,NO_DATA,NO_DATA,
IGF2BP1,,,cancer-testis antigen,ENSG00000159217,daSilva2017_protein,False,False,Enhanced,False,False,bronchus; kidney; ovary; testis,0.8319,0.8319,0.978,0.978,ENST00000290341,protein_coding,True,True,True,False,False,5.3,False,4.8,0.0,5.5,kidney,1.2,1,0.1,0.0,0.1,0.1,0.0,SOMATIC,True,True,False,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,
IGLL1,,,cancer-testis antigen,ENSG00000128322,daSilva2017_protein;CTexploreR_CTP,False,False,Enhanced,False,True,bone marrow; testis,0.2433,0.3108,0.2593,0.323,ENST00000330377,protein_coding,False,False,False,False,False,69.3,False,25.2,0.1,0.0,bone marrow,70.0,3,0.4,0.0,0.1,0.0,0.0,SOMATIC,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
IL4I1,,,cancer-testis antigen,ENSG00000104951,daSilva2017_protein,False,False,Enhanced,False,True,appendix; bone marrow; bronchus; cerebellum; colon; duodenum; fallopian tube; kidney; lung; lymph node; nasopharynx; placenta; rectum; skin 1; skin 2; small intestine; spleen; testis; tonsil,0.2336,0.2534,0.3206,0.338,ENST00000341114,protein_coding,False,False,False,False,False,26.0,False,26.8,0.4,1.9,appendix,18.3,23,2.3,0.5,2.4,1.2,0.7,SOMATIC,True,False,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
KIF24,,,cancer-testis antigen,ENSG00000186638,daSilva2017_protein,no data,no data,no data,False,True,no data,0.2396,0.298,0.5798,0.6409,ENST00000402558,protein_coding,False,False,False,False,False,10.9,False,11.1,0.4,0.6,choroid plexus,4.4,13,4.4,0.5,0.6,0.3,0.5,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
KIF4B,,,cancer-testis antigen,ENSG00000226650,daSilva2017_protein,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000435029,protein_coding,True,True,True,True,True,3.4,False,3.5,0.0,0.0,cerebral cortex,0.1,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
KRT28,,,cancer-testis antigen,ENSG00000173908,daSilva2017_protein,False,False,Enhanced,False,False,hair,0.016,0.016,0.0885,0.0885,ENST00000306658,protein_coding,False,False,False,False,False,11.3,False,0.2,0.0,0.0,skin,11.7,1,0.0,0.0,0.0,0.0,0.0,SOMATIC,False,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
KRTAP13-1,,,cancer-testis antigen,ENSG00000198390,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0222,0.0222,0.1149,0.1149,ENST00000355459,protein_coding,False,False,False,False,False,8.7,False,0.2,0.0,0.0,skin,9.0,1,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
KRTAP9-2,,,cancer-testis antigen,ENSG00000239886,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0031,0.0031,0.0315,0.0315,ENST00000377721,protein_coding,False,False,False,False,False,31.7,False,0.1,0.0,0.0,skin,32.7,1,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
LALBA,,,cancer-testis antigen,ENSG00000167531,daSilva2017_protein,False,False,Enhanced,False,False,lactating breast,0.001,0.001,0.001,0.001,ENST00000549817,protein_coding,False,False,False,False,False,2109.2,False,2.3,0.0,0.0,colon,0.1,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,False,False,False,TESTIS,LEAKY,NO_MS_DATA,REPRODUCTIVE,LOW,
NLRP10,,,cancer-testis antigen,ENSG00000182261,daSilva2017_protein,False,False,Uncertain,False,False,adipose tissue; adrenal gland; appendix; bone marrow; breast; bronchus; caudate; cerebellum; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; esophagus; fallopian tube; gallbladder; heart muscle; hippocampus; kidney; liver; lung; lymph node; nasopharynx; oral mucosa; ovary; pancreas; parathyroid gland; placenta; prostate; rectum; salivary gland; seminal vesicle; skeletal muscle; skin 1; skin 2; small intestine; soft tissue 1; soft tissue 2; spleen; stomach 1; stomach 2; testis; thyroid gland; tonsil; urinary bladder; vagina,0.0286,0.0286,0.1923,0.1923,ENST00000691676,protein_coding,False,False,False,False,False,4.8,False,0.1,0.0,0.1,skin,6.3,1,0.2,0.0,0.0,0.0,0.0,SOMATIC,True,True,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
NT5C1B-RDH14,,,cancer-testis antigen,ENSG00000250741,daSilva2017_protein,no data,no data,no data,True,False,no data,0.9938,0.9938,1.0,1.0,ENST00000444297,protein_coding,True,True,True,True,True,16.1,False,16.6,0.0,0.0,duodenum,0.1,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
NUTM2F,,,cancer-testis antigen,ENSG00000130950,daSilva2017_protein,no data,no data,no data,True,False,no data,0.9,0.9,1.0,1.0,ENST00000253262,protein_coding,True,True,True,True,True,1.8,True,1.9,0.0,0.0,hippocampal formation,0.1,0,0.1,0.0,0.0,0.1,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PABPC3,,,cancer-testis antigen,ENSG00000151846,daSilva2017_protein;CTexploreR_CTP,False,False,Approved,True,False,appendix; bone marrow; caudate; cerebellum; cerebral cortex; colon; duodenum; esophagus; gallbladder; hippocampus; lymph node; rectum; salivary gland; seminal vesicle; skin 2; small intestine; stomach 1; testis; tonsil; urinary bladder,0.7939,0.7939,1.0,1.0,ENST00000281589,protein_coding,True,True,True,True,False,35.7,False,36.8,0.5,0.0,esophagus,0.8,0,0.3,0.1,0.4,0.2,0.4,SOMATIC,True,False,False,TESTIS,STRICT,NO_MS_DATA,SOMATIC,LOW,
PBK,,,cancer-testis antigen,ENSG00000168078,daSilva2017_protein,False,False,Enhanced,False,True,lymph node; placenta; testis; tonsil,0.4077,0.4709,0.4704,0.5334,ENST00000301905,protein_coding,False,False,False,False,False,68.2,False,70.3,0.2,5.1,lymph node,12.8,16,0.3,0.2,0.7,1.1,0.4,SOMATIC,True,False,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
PCDHA13,,,cancer-testis antigen,ENSG00000239389,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0309,0.0309,0.2041,0.2041,ENST00000289272,protein_coding,False,False,False,False,False,3.4,False,0.5,0.0,0.0,cerebellum,4.1,4,4.1,0.0,0.1,0.2,0.6,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
PCDHA4,,,cancer-testis antigen,ENSG00000204967,daSilva2017_protein,False,False,Approved,False,False,appendix; breast; bronchus; cerebellum; cerebral cortex; colon; duodenum; epididymis; fallopian tube; gallbladder; hippocampus; kidney; nasopharynx; pancreas; rectum; seminal vesicle; small intestine; stomach 2; testis; tonsil; urinary bladder,0.0242,0.0288,0.3125,0.3125,ENST00000530339,protein_coding,False,False,False,False,False,2.0,False,0.4,0.2,0.1,cerebellum,2.9,6,2.9,0.1,0.4,0.1,1.2,SOMATIC,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
PCDHA5,,,cancer-testis antigen,ENSG00000204965,daSilva2017_protein,False,False,Approved,False,False,caudate; cerebellum; cerebral cortex; hippocampus,0.037,0.037,0.2564,0.2564,ENST00000529859,protein_coding,False,False,False,False,False,2.8,False,0.3,0.1,0.0,cerebellum,3.3,3,3.3,0.0,0.1,0.0,0.2,SOMATIC,False,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
PCDHA8,,,cancer-testis antigen,ENSG00000204962,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0556,0.0556,0.5556,0.5556,ENST00000531613,protein_coding,False,False,False,False,False,1.8,True,0.3,0.0,0.0,cerebellum,3.6,1,3.6,0.0,0.0,0.0,0.1,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
PCDHA9,,,cancer-testis antigen,ENSG00000204961,daSilva2017_protein,no data,no data,no data,True,False,no data,0.2292,0.2292,1.0,1.0,ENST00000532602,protein_coding,True,True,True,True,True,1.1,True,1.2,0.0,0.0,cerebellum,3.2,1,3.2,0.0,0.0,0.0,0.7,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
PDHA2,,,cancer-testis antigen,ENSG00000163114,daSilva2017_protein,True,False,Approved,True,False,testis,1.0,1.0,1.0,1.0,ENST00000295266,protein_coding,True,True,True,True,True,58.4,False,60.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PGK2,,,cancer-testis antigen,ENSG00000170950,daSilva2017_protein,True,False,Supported,True,False,ovary; testis,0.9974,0.9974,1.0,1.0,ENST00000304801,protein_coding,True,True,True,True,True,194.1,False,199.9,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,True,False,TESTIS,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
PIK3R3,,,cancer-testis antigen,ENSG00000117461,daSilva2017_protein,False,False,Approved,False,True,adipose tissue; adrenal gland; appendix; bone marrow; breast; bronchus; caudate; cerebellum; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; fallopian tube; gallbladder; hippocampus; kidney; liver; lung; lymph node; nasopharynx; oral mucosa; pancreas; parathyroid gland; placenta; rectum; salivary gland; seminal vesicle; skin 1; skin 2; small intestine; soft tissue 1; soft tissue 2; spleen; stomach 1; stomach 2; testis; thyroid gland; tonsil; urinary bladder; vagina,0.071,0.0871,0.0736,0.0893,ENST00000420542,protein_coding,False,False,False,False,False,45.2,False,25.4,4.1,13.3,cerebellum,35.9,41,35.9,35.2,18.5,4.0,4.7,SOMATIC,True,False,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,brain;heart;lung
PKMYT1,,,cancer-testis antigen,ENSG00000127564,daSilva2017_protein,no data,no data,no data,False,True,no data,0.3004,0.3322,0.3692,0.4012,ENST00000431515,protein_coding,False,False,False,False,False,55.3,False,56.9,0.3,3.1,bone marrow,27.6,24,17.4,0.9,2.0,1.6,1.8,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,brain
POTEG,,,cancer-testis antigen,ENSG00000187537,daSilva2017_protein,no data,no data,no data,False,False,no data,0.4211,0.4211,0.9091,0.9091,ENST00000547848,protein_coding,True,True,False,False,False,1.1,True,0.8,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,PERMISSIVE,NO_MS_DATA,NO_DATA,NO_DATA,
PRH1,,,cancer-testis antigen,ENSG00000231887,daSilva2017_protein,no data,no data,no data,False,False,no data,0.177,0.1773,0.1903,0.1903,ENST00000538332,protein_coding,False,False,False,False,False,229.6,False,59.2,1.8,1.2,salivary gland,12076.2,13,1.1,1.6,1.4,2.2,6.2,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,pancreas
RBMXL2,,,cancer-testis antigen,ENSG00000170748,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9887,0.9887,1.0,1.0,ENST00000306904,protein_coding,True,True,True,True,True,34.9,False,35.9,0.0,0.0,kidney,0.1,0,0.1,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
