gene_id,symbol,cancer,cancer_type,cohort,samples,mean_ptpm,max_ptpm,expressed_samples_ptpm_ge_0_1,prevalence_ptpm_ge_0_1,expressed_samples_ptpm_ge_1,prevalence_ptpm_ge_1,expressed_samples_ptpm_ge_2,prevalence_ptpm_ge_2,expressed_samples_ptpm_ge_5,prevalence_ptpm_ge_5
ENSG00000141371,CHCT1,Ovary Serous Cystadenocarcinoma (validation),Ovary Serous Cystadenocarcinoma,validation,81,0.1426049382716049,4.1753,25,0.3086419753086419,1,0.0123456790123456,1,0.0123456790123456,0,0.0
ENSG00000141371,CHCT1,Pancreatic Adenocarcinoma (TCGA),Pancreatic Adenocarcinoma,TCGA,176,0.2085693181818181,4.2684,100,0.5681818181818182,3,0.0170454545454545,1,0.0056818181818181,0,0.0
ENSG00000141371,CHCT1,Pancreatic Adenocarcinoma (validation),Pancreatic Adenocarcinoma,validation,80,0.06601125,1.045,19,0.2375,1,0.0125,0,0.0,0,0.0
ENSG00000141371,CHCT1,Prostate Adenocarcinoma (TCGA),Prostate Adenocarcinoma,TCGA,480,0.1814712499999999,4.4139,160,0.3333333333333333,21,0.04375,7,0.0145833333333333,0,0.0
ENSG00000141371,CHCT1,Rectum Adenocarcinoma (TCGA),Rectum Adenocarcinoma,TCGA,88,0.0831295454545454,0.772,23,0.2613636363636363,0,0.0,0,0.0,0,0.0
ENSG00000141371,CHCT1,Rectum Adenocarcinoma (validation),Rectum Adenocarcinoma,validation,207,0.4285903381642511,55.0584,54,0.2608695652173913,15,0.072463768115942,4,0.0193236714975845,1,0.0048309178743961
ENSG00000141371,CHCT1,Skin Cuteneous Melanoma (TCGA),Skin Cuteneous Melanoma,TCGA,99,0.5157383838383838,21.6561,36,0.3636363636363636,5,0.0505050505050505,3,0.0303030303030303,3,0.0303030303030303
ENSG00000141371,CHCT1,Stomach Adenocarcinoma (TCGA),Stomach Adenocarcinoma,TCGA,346,0.2509534682080925,4.6869,161,0.4653179190751445,18,0.0520231213872832,5,0.0144508670520231,0,0.0
ENSG00000141371,CHCT1,Testicular Germ Cell Tumor (TCGA),Testicular Germ Cell Tumor,TCGA,133,0.8412511278195486,53.0272,90,0.6766917293233082,14,0.1052631578947368,5,0.037593984962406,2,0.0150375939849624
ENSG00000141371,CHCT1,Thyroid Carcinoma (TCGA),Thyroid Carcinoma,TCGA,495,0.1101444444444444,1.4236,171,0.3454545454545454,3,0.006060606060606,0,0.0,0,0.0
ENSG00000141371,CHCT1,Uterine Corpus Endometrial Carcinoma (TCGA),Uterine Corpus Endometrial Carcinoma,TCGA,176,0.2380579545454544,14.9068,46,0.2613636363636363,10,0.0568181818181818,4,0.0227272727272727,1,0.0056818181818181
ENSG00000141437,SLC25A52,Bladder Urothelial Carcinoma (TCGA),Bladder Urothelial Carcinoma,TCGA,169,0.1127130177514793,0.8944,77,0.4556213017751479,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Breast Invasive Carcinoma (TCGA),Breast Invasive Carcinoma,TCGA,1022,0.3371422700587081,3.117,922,0.9021526418786692,16,0.0156555772994129,1,0.0009784735812133,0,0.0
ENSG00000141437,SLC25A52,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,TCGA,283,0.1413236749116607,8.2533,114,0.4028268551236749,2,0.0070671378091872,2,0.0070671378091872,1,0.0035335689045936
ENSG00000141437,SLC25A52,Colon Adenocarcinoma (TCGA),Colon Adenocarcinoma,TCGA,254,0.1752448818897638,1.1881,173,0.6811023622047244,2,0.0078740157480314,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Colon Adenocarcinoma (validation),Colon Adenocarcinoma,validation,486,0.398440946502058,1.5079,449,0.9238683127572016,7,0.0144032921810699,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Glioblastoma Multiforme (TCGA),Glioblastoma Multiforme,TCGA,141,0.1369326241134751,0.4721,88,0.624113475177305,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Glioblastoma Multiforme (validation),Glioblastoma Multiforme,validation,58,0.3649103448275862,2.5703,52,0.896551724137931,3,0.0517241379310344,1,0.0172413793103448,0,0.0
ENSG00000141437,SLC25A52,Head and Neck Squamous Cell Carcinoma (TCGA),Head and Neck Squamous Cell Carcinoma,TCGA,492,0.1876762195121948,1.2515,357,0.725609756097561,2,0.0040650406504065,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Kidney Chromophobe (TCGA),Kidney Chromophobe,TCGA,64,0.124775,0.5753,35,0.546875,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Kidney Renal Clear Cell Carcinoma (TCGA),Kidney Renal Clear Cell Carcinoma,TCGA,521,0.2692464491362763,1.3343,448,0.8598848368522073,4,0.0076775431861804,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Kidney Renal Clear Cell Carcinoma (validation),Kidney Renal Clear Cell Carcinoma,validation,100,0.1959899999999999,0.9567,75,0.75,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Kidney Renal Papillary Cell Carcinoma (TCGA),Kidney Renal Papillary Cell Carcinoma,TCGA,282,0.1297794326241134,3.2719,141,0.5,1,0.0035460992907801,1,0.0035460992907801,0,0.0
ENSG00000141437,SLC25A52,Liver Hepatocellular Carcinoma (TCGA),Liver Hepatocellular Carcinoma,TCGA,362,0.1102966850828728,0.8283,146,0.4033149171270718,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Lung Adenocarcinoma (TCGA),Lung Adenocarcinoma,TCGA,497,0.2205756539235413,5.507,373,0.7505030181086519,3,0.0060362173038229,2,0.0040241448692152,1,0.0020120724346076
ENSG00000141437,SLC25A52,Lung Adenocarcinoma (validation),Lung Adenocarcinoma,validation,105,0.1283599999999999,0.6171,55,0.5238095238095238,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Lung Squamous Cell Carcinoma (TCGA),Lung Squamous Cell Carcinoma,TCGA,489,0.2226083844580776,2.5592,382,0.7811860940695297,3,0.0061349693251533,1,0.0020449897750511,0,0.0
ENSG00000141437,SLC25A52,Lung Squamous Cell Carcinoma (validation),Lung Squamous Cell Carcinoma,validation,68,0.1782411764705883,1.451,39,0.5735294117647058,1,0.0147058823529411,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Ovary Serous Cystadenocarcinoma (TCGA),Ovary Serous Cystadenocarcinoma,TCGA,349,0.0922492836676217,1.413,114,0.326647564469914,1,0.0028653295128939,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Ovary Serous Cystadenocarcinoma (validation),Ovary Serous Cystadenocarcinoma,validation,81,0.0312296296296296,0.1521,4,0.0493827160493827,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Pancreatic Adenocarcinoma (TCGA),Pancreatic Adenocarcinoma,TCGA,176,0.192340909090909,0.6168,136,0.7727272727272727,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Pancreatic Adenocarcinoma (validation),Pancreatic Adenocarcinoma,validation,80,0.141925,1.4435,30,0.375,1,0.0125,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Prostate Adenocarcinoma (TCGA),Prostate Adenocarcinoma,TCGA,480,0.1625216666666667,0.8748,314,0.6541666666666667,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Rectum Adenocarcinoma (TCGA),Rectum Adenocarcinoma,TCGA,88,0.1438284090909091,0.5439,51,0.5795454545454546,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Rectum Adenocarcinoma (validation),Rectum Adenocarcinoma,validation,207,0.472135265700483,16.7128,193,0.932367149758454,6,0.0289855072463768,1,0.0048309178743961,1,0.0048309178743961
ENSG00000141437,SLC25A52,Skin Cuteneous Melanoma (TCGA),Skin Cuteneous Melanoma,TCGA,99,0.1893111111111111,8.7485,42,0.4242424242424242,1,0.0101010101010101,1,0.0101010101010101,1,0.0101010101010101
ENSG00000141437,SLC25A52,Stomach Adenocarcinoma (TCGA),Stomach Adenocarcinoma,TCGA,346,0.1314800578034681,1.1133,179,0.5173410404624278,1,0.0028901734104046,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Testicular Germ Cell Tumor (TCGA),Testicular Germ Cell Tumor,TCGA,133,0.3907819548872178,3.0064,85,0.6390977443609023,17,0.1278195488721804,3,0.0225563909774436,0,0.0
ENSG00000141437,SLC25A52,Thyroid Carcinoma (TCGA),Thyroid Carcinoma,TCGA,495,0.1711854545454544,0.6913,347,0.701010101010101,0,0.0,0,0.0,0,0.0
ENSG00000141437,SLC25A52,Uterine Corpus Endometrial Carcinoma (TCGA),Uterine Corpus Endometrial Carcinoma,TCGA,176,0.2294102272727274,15.6911,66,0.375,2,0.0113636363636363,2,0.0113636363636363,2,0.0113636363636363
ENSG00000142025,DMRTC2,Bladder Urothelial Carcinoma (TCGA),Bladder Urothelial Carcinoma,TCGA,169,0.039894674556213,4.3005,5,0.029585798816568,1,0.0059171597633136,1,0.0059171597633136,0,0.0
ENSG00000142025,DMRTC2,Breast Invasive Carcinoma (TCGA),Breast Invasive Carcinoma,TCGA,1022,0.3549991193737762,97.0171,437,0.4275929549902152,60,0.0587084148727984,22,0.0215264187866927,2,0.0019569471624266
ENSG00000142025,DMRTC2,Breast Invasive Carcinoma (validation),Breast Invasive Carcinoma,validation,50,0.693298,11.1562,20,0.4,6,0.12,5,0.1,2,0.04
ENSG00000142025,DMRTC2,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,TCGA,283,0.1755371024734982,10.2957,20,0.0706713780918728,10,0.0353356890459364,8,0.0282685512367491,3,0.0106007067137809
ENSG00000142025,DMRTC2,Colon Adenocarcinoma (TCGA),Colon Adenocarcinoma,TCGA,254,0.0353338582677165,0.2907,17,0.0669291338582677,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Colon Adenocarcinoma (validation),Colon Adenocarcinoma,validation,486,0.2204853909465021,0.8648,390,0.8024691358024691,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Glioblastoma Multiforme (TCGA),Glioblastoma Multiforme,TCGA,141,0.0421702127659574,0.2909,16,0.1134751773049645,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Glioblastoma Multiforme (validation),Glioblastoma Multiforme,validation,58,0.0378827586206896,1.4242,3,0.0517241379310344,1,0.0172413793103448,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Head and Neck Squamous Cell Carcinoma (TCGA),Head and Neck Squamous Cell Carcinoma,TCGA,492,0.0771060975609756,9.4179,56,0.1138211382113821,5,0.0101626016260162,3,0.0060975609756097,1,0.0020325203252032
ENSG00000142025,DMRTC2,Kidney Chromophobe (TCGA),Kidney Chromophobe,TCGA,64,0.1834531249999999,6.4963,3,0.046875,2,0.03125,2,0.03125,1,0.015625
ENSG00000142025,DMRTC2,Kidney Renal Clear Cell Carcinoma (TCGA),Kidney Renal Clear Cell Carcinoma,TCGA,521,0.104299424184261,4.4691,159,0.3051823416506717,3,0.0057581573896353,1,0.0019193857965451,0,0.0
ENSG00000142025,DMRTC2,Kidney Renal Clear Cell Carcinoma (validation),Kidney Renal Clear Cell Carcinoma,validation,100,0.065366,0.2684,22,0.22,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Kidney Renal Papillary Cell Carcinoma (TCGA),Kidney Renal Papillary Cell Carcinoma,TCGA,282,0.1184283687943262,21.1105,15,0.0531914893617021,4,0.0141843971631205,3,0.0106382978723404,1,0.0035460992907801
ENSG00000142025,DMRTC2,Liver Hepatocellular Carcinoma (TCGA),Liver Hepatocellular Carcinoma,TCGA,362,0.0185464088397789,0.477,7,0.0193370165745856,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Liver Hepatocellular Carcinoma (validation),Liver Hepatocellular Carcinoma,validation,231,0.1423277056277056,29.8194,10,0.0432900432900432,1,0.0043290043290043,1,0.0043290043290043,1,0.0043290043290043
ENSG00000142025,DMRTC2,Lung Adenocarcinoma (TCGA),Lung Adenocarcinoma,TCGA,497,0.4008955734406437,28.961,179,0.3601609657947686,37,0.0744466800804829,20,0.0402414486921529,8,0.0160965794768611
ENSG00000142025,DMRTC2,Lung Adenocarcinoma (validation),Lung Adenocarcinoma,validation,105,0.2272819047619048,1.7797,64,0.6095238095238096,1,0.0095238095238095,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Lung Squamous Cell Carcinoma (TCGA),Lung Squamous Cell Carcinoma,TCGA,489,0.0619357873210633,2.281,60,0.1226993865030674,4,0.0081799591002045,1,0.0020449897750511,0,0.0
ENSG00000142025,DMRTC2,Lung Squamous Cell Carcinoma (validation),Lung Squamous Cell Carcinoma,validation,68,0.1037764705882352,0.4467,29,0.4264705882352941,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Ovary Serous Cystadenocarcinoma (TCGA),Ovary Serous Cystadenocarcinoma,TCGA,349,0.0754418338108882,3.0414,59,0.1690544412607449,3,0.0085959885386819,1,0.0028653295128939,0,0.0
ENSG00000142025,DMRTC2,Ovary Serous Cystadenocarcinoma (validation),Ovary Serous Cystadenocarcinoma,validation,81,0.0292888888888888,0.7131,5,0.0617283950617283,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Pancreatic Adenocarcinoma (TCGA),Pancreatic Adenocarcinoma,TCGA,176,0.0452545454545454,0.3765,15,0.0852272727272727,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Pancreatic Adenocarcinoma (validation),Pancreatic Adenocarcinoma,validation,80,0.01707125,0.68,4,0.05,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Prostate Adenocarcinoma (TCGA),Prostate Adenocarcinoma,TCGA,480,0.12071375,1.5874,163,0.3395833333333333,5,0.0104166666666666,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Rectum Adenocarcinoma (TCGA),Rectum Adenocarcinoma,TCGA,88,0.0344068181818181,0.1658,3,0.034090909090909,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Rectum Adenocarcinoma (validation),Rectum Adenocarcinoma,validation,207,0.2786028985507247,12.4391,161,0.7777777777777778,1,0.0048309178743961,1,0.0048309178743961,1,0.0048309178743961
ENSG00000142025,DMRTC2,Skin Cuteneous Melanoma (TCGA),Skin Cuteneous Melanoma,TCGA,99,0.0120686868686868,0.131,4,0.0404040404040404,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Stomach Adenocarcinoma (TCGA),Stomach Adenocarcinoma,TCGA,346,0.2165459537572255,17.8782,124,0.3583815028901734,6,0.0173410404624277,5,0.0144508670520231,2,0.0057803468208092
ENSG00000142025,DMRTC2,Testicular Germ Cell Tumor (TCGA),Testicular Germ Cell Tumor,TCGA,133,0.3075,16.4357,40,0.3007518796992481,6,0.0451127819548872,4,0.0300751879699248,2,0.0150375939849624
ENSG00000142025,DMRTC2,Thyroid Carcinoma (TCGA),Thyroid Carcinoma,TCGA,495,0.0580989898989899,0.3604,90,0.1818181818181818,0,0.0,0,0.0,0,0.0
ENSG00000142025,DMRTC2,Uterine Corpus Endometrial Carcinoma (TCGA),Uterine Corpus Endometrial Carcinoma,TCGA,176,0.0467221590909091,1.7954,15,0.0852272727272727,1,0.0056818181818181,0,0.0,0,0.0
ENSG00000142698,C1orf94,Bladder Urothelial Carcinoma (TCGA),Bladder Urothelial Carcinoma,TCGA,169,0.0049597633136094,0.1021,1,0.0059171597633136,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Breast Invasive Carcinoma (TCGA),Breast Invasive Carcinoma,TCGA,1022,0.1323061643835616,14.0492,76,0.0743639921722113,29,0.0283757338551859,21,0.0205479452054794,7,0.0068493150684931
ENSG00000142698,C1orf94,Breast Invasive Carcinoma (validation),Breast Invasive Carcinoma,validation,50,0.0654199999999999,0.4587,11,0.22,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,TCGA,283,0.0568151943462897,7.097,7,0.0247349823321554,3,0.0106007067137809,3,0.0106007067137809,1,0.0035335689045936
ENSG00000142698,C1orf94,Colon Adenocarcinoma (TCGA),Colon Adenocarcinoma,TCGA,254,0.0134574803149606,1.4301,4,0.0157480314960629,1,0.0039370078740157,0,0.0,0,0.0
ENSG00000142698,C1orf94,Colon Adenocarcinoma (validation),Colon Adenocarcinoma,validation,486,0.0320008230452674,6.7136,18,0.037037037037037,1,0.0020576131687242,1,0.0020576131687242,1,0.0020576131687242
ENSG00000142698,C1orf94,Glioblastoma Multiforme (TCGA),Glioblastoma Multiforme,TCGA,141,3.5789156028368803,15.1194,138,0.9787234042553192,124,0.8794326241134752,99,0.7021276595744681,32,0.226950354609929
ENSG00000142698,C1orf94,Glioblastoma Multiforme (validation),Glioblastoma Multiforme,validation,58,5.5443482758620695,23.7371,58,1.0,52,0.896551724137931,45,0.7758620689655172,26,0.4482758620689655
ENSG00000142698,C1orf94,Head and Neck Squamous Cell Carcinoma (TCGA),Head and Neck Squamous Cell Carcinoma,TCGA,492,0.0781136178861788,22.8847,41,0.0833333333333333,2,0.0040650406504065,1,0.0020325203252032,1,0.0020325203252032
ENSG00000142698,C1orf94,Kidney Chromophobe (TCGA),Kidney Chromophobe,TCGA,64,0.0014453125,0.0283,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Kidney Renal Clear Cell Carcinoma (TCGA),Kidney Renal Clear Cell Carcinoma,TCGA,521,0.0181880998080614,3.1377,12,0.0230326295585412,2,0.0038387715930902,1,0.0019193857965451,0,0.0
ENSG00000142698,C1orf94,Kidney Renal Clear Cell Carcinoma (validation),Kidney Renal Clear Cell Carcinoma,validation,100,0.025137,1.3647,5,0.05,1,0.01,0,0.0,0,0.0
ENSG00000142698,C1orf94,Kidney Renal Papillary Cell Carcinoma (TCGA),Kidney Renal Papillary Cell Carcinoma,TCGA,282,0.0191712765957446,3.5596,4,0.0141843971631205,1,0.0035460992907801,1,0.0035460992907801,0,0.0
ENSG00000142698,C1orf94,Liver Hepatocellular Carcinoma (TCGA),Liver Hepatocellular Carcinoma,TCGA,362,0.0245941988950276,5.5457,8,0.0220994475138121,1,0.0027624309392265,1,0.0027624309392265,1,0.0027624309392265
ENSG00000142698,C1orf94,Liver Hepatocellular Carcinoma (validation),Liver Hepatocellular Carcinoma,validation,231,0.0264160173160173,3.7055,8,0.0346320346320346,1,0.0043290043290043,1,0.0043290043290043,0,0.0
ENSG00000142698,C1orf94,Lung Adenocarcinoma (TCGA),Lung Adenocarcinoma,TCGA,497,0.0461561368209255,13.901,15,0.0301810865191146,3,0.0060362173038229,1,0.0020120724346076,1,0.0020120724346076
ENSG00000142698,C1orf94,Lung Adenocarcinoma (validation),Lung Adenocarcinoma,validation,105,0.0341495238095238,1.5436,5,0.0476190476190476,1,0.0095238095238095,0,0.0,0,0.0
ENSG00000142698,C1orf94,Lung Squamous Cell Carcinoma (TCGA),Lung Squamous Cell Carcinoma,TCGA,489,0.0476075664621676,3.9111,28,0.0572597137014314,6,0.0122699386503067,2,0.0040899795501022,0,0.0
ENSG00000142698,C1orf94,Lung Squamous Cell Carcinoma (validation),Lung Squamous Cell Carcinoma,validation,68,0.0396044117647058,1.6454,2,0.0294117647058823,1,0.0147058823529411,0,0.0,0,0.0
ENSG00000142698,C1orf94,Ovary Serous Cystadenocarcinoma (TCGA),Ovary Serous Cystadenocarcinoma,TCGA,349,0.2618504297994269,62.0945,57,0.163323782234957,7,0.0200573065902578,4,0.0114613180515759,1,0.0028653295128939
ENSG00000142698,C1orf94,Ovary Serous Cystadenocarcinoma (validation),Ovary Serous Cystadenocarcinoma,validation,81,0.0454197530864197,0.5442,10,0.1234567901234567,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Pancreatic Adenocarcinoma (TCGA),Pancreatic Adenocarcinoma,TCGA,176,0.0818187499999999,1.9119,39,0.2215909090909091,1,0.0056818181818181,0,0.0,0,0.0
ENSG00000142698,C1orf94,Pancreatic Adenocarcinoma (validation),Pancreatic Adenocarcinoma,validation,80,0.0513674999999999,0.3694,13,0.1625,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Prostate Adenocarcinoma (TCGA),Prostate Adenocarcinoma,TCGA,480,0.0180372916666666,0.22,22,0.0458333333333333,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Rectum Adenocarcinoma (TCGA),Rectum Adenocarcinoma,TCGA,88,0.0101579545454545,0.1248,1,0.0113636363636363,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Rectum Adenocarcinoma (validation),Rectum Adenocarcinoma,validation,207,0.0900729468599033,14.0587,13,0.0628019323671497,1,0.0048309178743961,1,0.0048309178743961,1,0.0048309178743961
ENSG00000142698,C1orf94,Skin Cuteneous Melanoma (TCGA),Skin Cuteneous Melanoma,TCGA,99,0.0177151515151515,1.2436,2,0.0202020202020202,1,0.0101010101010101,0,0.0,0,0.0
ENSG00000142698,C1orf94,Stomach Adenocarcinoma (TCGA),Stomach Adenocarcinoma,TCGA,346,0.0307109826589595,0.791,22,0.0635838150289017,0,0.0,0,0.0,0,0.0
ENSG00000142698,C1orf94,Testicular Germ Cell Tumor (TCGA),Testicular Germ Cell Tumor,TCGA,133,0.3858563909774436,13.8126,56,0.4210526315789473,8,0.0601503759398496,5,0.037593984962406,1,0.0075187969924812
ENSG00000142698,C1orf94,Thyroid Carcinoma (TCGA),Thyroid Carcinoma,TCGA,495,0.0045331313131313,1.0119,3,0.006060606060606,1,0.002020202020202,0,0.0,0,0.0
ENSG00000142698,C1orf94,Uterine Corpus Endometrial Carcinoma (TCGA),Uterine Corpus Endometrial Carcinoma,TCGA,176,0.0225306818181818,0.7802,13,0.0738636363636363,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Bladder Urothelial Carcinoma (TCGA),Bladder Urothelial Carcinoma,TCGA,169,0.0175218934911242,1.7366,6,0.0355029585798816,1,0.0059171597633136,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Breast Invasive Carcinoma (TCGA),Breast Invasive Carcinoma,TCGA,1022,0.0105320939334638,5.3404,10,0.009784735812133,1,0.0009784735812133,1,0.0009784735812133,1,0.0009784735812133
ENSG00000143006,DMRTB1,Breast Invasive Carcinoma (validation),Breast Invasive Carcinoma,validation,50,0.013792,0.3276,3,0.06,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,TCGA,283,0.0964650176678445,10.5522,11,0.03886925795053,4,0.0141342756183745,4,0.0141342756183745,2,0.0070671378091872
ENSG00000143006,DMRTB1,Colon Adenocarcinoma (TCGA),Colon Adenocarcinoma,TCGA,254,0.0005484251968503,0.0298,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Colon Adenocarcinoma (validation),Colon Adenocarcinoma,validation,486,0.0056279835390946,1.4214,4,0.0082304526748971,1,0.0020576131687242,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Glioblastoma Multiforme (TCGA),Glioblastoma Multiforme,TCGA,141,0.0104255319148936,0.2618,3,0.0212765957446808,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Glioblastoma Multiforme (validation),Glioblastoma Multiforme,validation,58,0.0173224137931034,0.3359,1,0.0172413793103448,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Head and Neck Squamous Cell Carcinoma (TCGA),Head and Neck Squamous Cell Carcinoma,TCGA,492,0.0185349593495934,4.7093,8,0.016260162601626,2,0.0040650406504065,1,0.0020325203252032,0,0.0
ENSG00000143006,DMRTB1,Kidney Chromophobe (TCGA),Kidney Chromophobe,TCGA,64,0.0012484375,0.0697,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Kidney Renal Clear Cell Carcinoma (TCGA),Kidney Renal Clear Cell Carcinoma,TCGA,521,0.0010523992322456,0.0463,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Kidney Renal Clear Cell Carcinoma (validation),Kidney Renal Clear Cell Carcinoma,validation,100,0.001633,0.0573,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Kidney Renal Papillary Cell Carcinoma (TCGA),Kidney Renal Papillary Cell Carcinoma,TCGA,282,0.0007170212765957,0.0533,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Liver Hepatocellular Carcinoma (TCGA),Liver Hepatocellular Carcinoma,TCGA,362,0.1218936464088398,38.6165,16,0.0441988950276243,1,0.0027624309392265,1,0.0027624309392265,1,0.0027624309392265
ENSG00000143006,DMRTB1,Liver Hepatocellular Carcinoma (validation),Liver Hepatocellular Carcinoma,validation,231,0.3539060606060606,64.8911,20,0.0865800865800865,3,0.0129870129870129,3,0.0129870129870129,2,0.0086580086580086
ENSG00000143006,DMRTB1,Lung Adenocarcinoma (TCGA),Lung Adenocarcinoma,TCGA,497,0.0153619718309859,1.3606,14,0.028169014084507,3,0.0060362173038229,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Lung Adenocarcinoma (validation),Lung Adenocarcinoma,validation,105,0.0012638095238095,0.0867,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Lung Squamous Cell Carcinoma (TCGA),Lung Squamous Cell Carcinoma,TCGA,489,0.02680163599182,5.6852,8,0.016359918200409,3,0.0061349693251533,1,0.0020449897750511,1,0.0020449897750511
ENSG00000143006,DMRTB1,Lung Squamous Cell Carcinoma (validation),Lung Squamous Cell Carcinoma,validation,68,0.0009279411764705,0.0631,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Ovary Serous Cystadenocarcinoma (TCGA),Ovary Serous Cystadenocarcinoma,TCGA,349,0.153338681948424,19.9287,47,0.1346704871060172,6,0.0171919770773638,4,0.0114613180515759,2,0.0057306590257879
ENSG00000143006,DMRTB1,Ovary Serous Cystadenocarcinoma (validation),Ovary Serous Cystadenocarcinoma,validation,81,0.018695061728395,0.2431,3,0.037037037037037,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Pancreatic Adenocarcinoma (TCGA),Pancreatic Adenocarcinoma,TCGA,176,0.008378409090909,0.4292,4,0.0227272727272727,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Pancreatic Adenocarcinoma (validation),Pancreatic Adenocarcinoma,validation,80,0.00893125,0.5533,1,0.0125,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Prostate Adenocarcinoma (TCGA),Prostate Adenocarcinoma,TCGA,480,0.0002510416666666,0.0292,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Rectum Adenocarcinoma (TCGA),Rectum Adenocarcinoma,TCGA,88,0.0004238636363636,0.0142,0,0.0,0,0.0,0,0.0,0,0.0
ENSG00000143006,DMRTB1,Rectum Adenocarcinoma (validation),Rectum Adenocarcinoma,validation,207,0.0450309178743961,8.9468,1,0.0048309178743961,1,0.0048309178743961,1,0.0048309178743961,1,0.0048309178743961
ENSG00000143006,DMRTB1,Skin Cuteneous Melanoma (TCGA),Skin Cuteneous Melanoma,TCGA,99,0.0054363636363636,0.2667,2,0.0202020202020202,0,0.0,0,0.0,0,0.0
